OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
16750;A000173653;A000687016;Responsabile dell'attività di intermediazione;
16751;A000173653;A000755254;Responsabile dell'attività di intermediazione;
16752;B000508906;B000530711;Responsabile dell'attività di intermediazione;
16753;A000639643;A000640733;Responsabile dell'attività di intermediazione;
16754;A000639353;A000639354;Responsabile dell'attività di intermediazione;
16755;A000458442;A000012084;Responsabile dell'attività di intermediazione;
16756;B000435949;B000413202;Responsabile dell'attività di intermediazione;
16757;A000057963;A000550320;Responsabile dell'attività di intermediazione;
16758;A000108927;A000122609;Responsabile dell'attività di intermediazione;
16759;B000194733;B000640147;Responsabile dell'attività di intermediazione;
16760;B000706748;B000698540;Rappresentante Legale;
16761;A000098086;A000332176;Responsabile dell'attività di intermediazione;
16762;A000637761;A000615416;Responsabile dell'attività di intermediazione;
16763;A000091236;A000666040;Responsabile dell'attività di intermediazione;
16764;A000642341;A000049361;Responsabile dell'attività di intermediazione;
16765;B000055748;B000762985;Responsabile dell'attività di intermediazione;
16766;A000641213;A000558022;Responsabile dell'attività di intermediazione;
16767;A000055801;A000508423;Responsabile dell'attività di intermediazione;
16768;A000644129;A000642876;Responsabile dell'attività di intermediazione;
16769;A000644815;A000641594;Responsabile dell'attività di intermediazione;
16770;B000643964;B000627192;Responsabile dell'attività di intermediazione;
16771;B000008850;B000722088;Rappresentante Legale;
16772;A000007264;A000605033;Responsabile dell'attività di intermediazione;
16773;A000186591;A000644608;Responsabile dell'attività di intermediazione;
16774;A000644590;A000062066;Responsabile dell'attività di intermediazione;
16775;A000154699;A000060831;Responsabile dell'attività di intermediazione;
16776;B000646146;B000720217;Responsabile dell'attività di intermediazione;
16777;A000645881;A000261067;Responsabile dell'attività di intermediazione;
16778;A000580750;A000647779;Responsabile dell'attività di intermediazione;
16779;A000143647;A000688550;Responsabile dell'attività di intermediazione;
16780;A000007213;A000332194;Responsabile dell'attività di intermediazione;
16781;B000008786;B000662529;Rappresentante Legale;
16782;A000138947;A000661208;Responsabile dell'attività di intermediazione;
16783;A000649015;A000798164;Responsabile dell'attività di intermediazione;
16784;A000124059;A000224691;Responsabile dell'attività di intermediazione;
16785;A000459909;A000588522;Responsabile dell'attività di intermediazione;
16786;A000060989;A000062982;Responsabile dell'attività di intermediazione;
16787;A000117978;A000645096;Responsabile dell'attività di intermediazione;
16788;B000010386;B000799770;Responsabile dell'attività di intermediazione;
16789;A000651327;A000655902;Responsabile dell'attività di intermediazione;
16790;A000651816;A000464752;Responsabile dell'attività di intermediazione;
16791;B000652289;B000646996;Responsabile dell'attività di intermediazione;
16792;A000612197;A000066059;Responsabile dell'attività di intermediazione;
16793;A000073736;A000645845;Responsabile dell'attività di intermediazione;
16794;A000648231;A000657388;Responsabile dell'attività di intermediazione;
16795;A000648231;A000353232;Responsabile dell'attività di intermediazione;
16796;A000537126;A000569724;Responsabile dell'attività di intermediazione;
16797;A000774109;A000652975;Responsabile dell'attività di intermediazione;
16798;A000013680;A000307205;Responsabile dell'attività di intermediazione;
16799;B000076849;B000732829;Responsabile dell'attività di intermediazione;
16800;B000076849;B000732829;Rappresentante Legale;
16801;A000655744;A000733762;Responsabile dell'attività di intermediazione;
16802;A000655344;A000331466;Responsabile dell'attività di intermediazione;
16803;A000028840;A000511937;Responsabile dell'attività di intermediazione;
16804;B000051371;B000051368;Responsabile dell'attività di intermediazione;
16805;A000338370;A000118306;Responsabile dell'attività di intermediazione;
16806;A000051069;A000594052;Responsabile dell'attività di intermediazione;
16807;A000382675;A000075649;Responsabile dell'attività di intermediazione;
16808;A000002047;A000111038;Responsabile dell'attività di intermediazione;
16809;B000097832;B000441677;Responsabile dell'attività di intermediazione;
16810;A000457392;A000580823;Responsabile dell'attività di intermediazione;
16811;A000656614;A000383806;Responsabile dell'attività di intermediazione;
16812;A000530307;A000659175;Responsabile dell'attività di intermediazione;
16813;B000010615;B000619764;Responsabile dell'attività di intermediazione;
16814;B000010615;B000619764;Rappresentante Legale;
16815;A000002901;A000012081;Responsabile dell'attività di intermediazione;
16816;B000372132;B000824727;Rappresentante Legale;
16817;B000218047;B000784136;Responsabile dell'attività di intermediazione;
16818;A000002158;A000335350;Responsabile dell'attività di intermediazione;
16819;A000056022;A000625616;Responsabile dell'attività di intermediazione;
16820;A000134477;A000183426;Responsabile dell'attività di intermediazione;
16821;A000009199;A000455454;Responsabile dell'attività di intermediazione;
16822;A000057719;A000012736;Responsabile dell'attività di intermediazione;
16823;A000087326;A000097782;Responsabile dell'attività di intermediazione;
16824;A000005767;A000304808;Responsabile dell'attività di intermediazione;
16825;B000660091;B000710644;Responsabile dell'attività di intermediazione;
16826;A000148213;A000409068;Responsabile dell'attività di intermediazione;
16827;A000009947;A000012989;Responsabile dell'attività di intermediazione;
16828;A000663529;A000111500;Responsabile dell'attività di intermediazione;
16829;A000663583;A000663585;Responsabile dell'attività di intermediazione;
16830;A000010038;A000059034;Responsabile dell'attività di intermediazione;
16831;A000517424;A000744447;Responsabile dell'attività di intermediazione;
16832;A000662468;A000747181;Responsabile dell'attività di intermediazione;
16833;A000662668;A000291265;Responsabile dell'attività di intermediazione;
16834;B000272358;B000820065;Rappresentante Legale;
16835;B000663180;B000784823;Responsabile dell'attività di intermediazione;
16836;A000292269;A000664878;Responsabile dell'attività di intermediazione;
16837;B000186643;B000743367;Rappresentante Legale;
16838;B000195120;B000565629;Rappresentante Legale;
16839;A000053992;A000682712;Responsabile dell'attività di intermediazione;
16840;A000064859;A000534208;Responsabile dell'attività di intermediazione;
16841;A000663979;A000675194;Responsabile dell'attività di intermediazione;
16842;A000164622;A000714883;Responsabile dell'attività di intermediazione;
16843;A000085691;A000167535;Responsabile dell'attività di intermediazione;
16844;B000057599;B000552476;Responsabile dell'attività di intermediazione;
16845;B000057599;B000552476;Rappresentante Legale;
16846;A000003767;A000012214;Responsabile dell'attività di intermediazione;
16847;B000050538;B000062791;Responsabile dell'attività di intermediazione;
16848;B000097207;B000082163;Rappresentante Legale;
16849;B000086167;B000389712;Responsabile dell'attività di intermediazione;
16850;B000086167;B000389712;Rappresentante Legale;
16851;B000051105;B000051218;Responsabile dell'attività di intermediazione;
16852;A000073023;A000073015;Responsabile dell'attività di intermediazione;
16853;A000054248;A000314846;Responsabile dell'attività di intermediazione;
16854;A000118403;A000118349;Responsabile dell'attività di intermediazione;
16855;A000007429;A000012360;Responsabile dell'attività di intermediazione;
16856;A000315021;A000822226;Responsabile dell'attività di intermediazione;
16857;A000062360;A000584230;Responsabile dell'attività di intermediazione;
16858;B000013766;B000114899;Responsabile dell'attività di intermediazione;
16859;A000168608;A000647231;Responsabile dell'attività di intermediazione;
16860;A000665470;A000012330;Responsabile dell'attività di intermediazione;
16861;B000073014;B000482246;Rappresentante Legale;
16862;A000163047;A000302600;Responsabile dell'attività di intermediazione;
16863;B000666135;B000670603;Responsabile dell'attività di intermediazione;
16864;A000353514;A000668104;Responsabile dell'attività di intermediazione;
16865;A000291443;A000011780;Responsabile dell'attività di intermediazione;
16866;B000013866;B000350199;Responsabile dell'attività di intermediazione;
16867;A000667352;A000675951;Responsabile dell'attività di intermediazione;
16868;A000166068;A000410321;Responsabile dell'attività di intermediazione;
16869;A000004311;A000500385;Responsabile dell'attività di intermediazione;
16870;B000064168;B000803747;Responsabile dell'attività di intermediazione;
16871;A000166913;A000404423;Responsabile dell'attività di intermediazione;
16872;A000038559;A000012420;Responsabile dell'attività di intermediazione;
16873;A000174165;A000194584;Responsabile dell'attività di intermediazione;
16874;B000066914;B000350642;Responsabile dell'attività di intermediazione;
16875;A000405317;A000672568;Responsabile dell'attività di intermediazione;
16876;A000166146;A000670345;Responsabile dell'attività di intermediazione;
16877;A000249607;A000120283;Responsabile dell'attività di intermediazione;
16878;A000008591;A000742911;Responsabile dell'attività di intermediazione;
16879;B000056708;B000055861;Responsabile dell'attività di intermediazione;
16880;B000244859;B000067360;Responsabile dell'attività di intermediazione;
16881;B000603246;B000400942;Responsabile dell'attività di intermediazione;
16882;A000671199;A000778458;Responsabile dell'attività di intermediazione;
16883;A000671199;A000793017;Responsabile dell'attività di intermediazione;
16884;A000369985;A000705246;Responsabile dell'attività di intermediazione;
16885;B000013715;B000513985;Rappresentante Legale;
16886;B000013715;B000801290;Responsabile dell'attività di intermediazione;
16887;B000435610;B000745327;Rappresentante Legale;
16888;B000047829;B000014407;Responsabile dell'attività di intermediazione;
16889;B000047829;B000014407;Amministratore Delegato;
16890;B000657242;B000677151;Responsabile dell'attività di intermediazione;
16891;A000055617;A000391841;Responsabile dell'attività di intermediazione;
16892;A000067023;A000672982;Responsabile dell'attività di intermediazione;
16893;A000116698;A000101543;Responsabile dell'attività di intermediazione;
16894;A000156830;A000706969;Responsabile dell'attività di intermediazione;
16895;A000531064;A000769052;Responsabile dell'attività di intermediazione;
16896;B000726031;B000055861;Responsabile dell'attività di intermediazione;
16897;A000301934;A000651415;Responsabile dell'attività di intermediazione;
16898;A000674690;A000407357;Responsabile dell'attività di intermediazione;
16899;A000504439;A000512167;Responsabile dell'attività di intermediazione;
16900;A000559828;A000553146;Responsabile dell'attività di intermediazione;
16901;B000527499;B000758057;Responsabile dell'attività di intermediazione;
16902;A000001850;A000011987;Responsabile dell'attività di intermediazione;
16903;B000582306;B000680667;Rappresentante Legale;
